2026-01-20 01:19:40,095 - INFO - --- Organizasyon Başladı: C:\Users\arife\Downloads ---
2026-01-20 01:19:40,116 - INFO - TASINDI | Images | #0a1f68.png -> Images
2026-01-20 01:19:40,117 - INFO - TASINDI | Documents | '26 SEN GELECEKSİN BURS PROGRAMI ŞARTNAMESİ.pdf -> Documents
2026-01-20 01:19:40,119 - INFO - TASINDI | Documents | (1 Numara) Dogether - Kurucusu Seyyid Hamza Zahid.pdf -> Documents
2026-01-20 01:19:40,120 - INFO - TASINDI | Documents | (2 Numara) Karavanla.co - Kurucusu Berkay Yüksel.pdf -> Documents
2026-01-20 01:19:40,121 - INFO - TASINDI | Documents | (3 Numara) Pastacıdan - CEO Çiğdem Gülgen Engin.pptx -> Documents
2026-01-20 01:19:40,122 - INFO - TASINDI | Documents | (4 Numara) İSTEKVER SUNUM YENİ.pdf -> Documents
2026-01-20 01:19:40,123 - INFO - TASINDI | Documents | (5 Numara) INTERRUPT - Kurucu Ortağı Şeyma Yılmaz.pptx -> Documents
2026-01-20 01:19:40,124 - INFO - TASINDI | Documents | -fiş.pdf -> Documents
2026-01-20 01:19:40,126 - INFO - TASINDI | Documents | 0538 580 33 55.pdf -> Documents
2026-01-20 01:19:40,128 - INFO - TASINDI | Documents | 1-5-3100 (1).pdf -> Documents
2026-01-20 01:19:40,129 - INFO - TASINDI | Documents | 1-5-3100.pdf -> Documents
2026-01-20 01:19:40,131 - INFO - TASINDI | Documents | 1.part.pdf -> Documents
2026-01-20 01:19:40,131 - INFO - TASINDI | Images | 11-12-13-14 ARALIK.png -> Images
2026-01-20 01:19:40,133 - INFO - TASINDI | Code | 12.html -> Code
2026-01-20 01:19:40,134 - INFO - TASINDI | Documents | 1212.pdf -> Documents
2026-01-20 01:19:40,135 - INFO - TASINDI | Documents | 1212.xlsx -> Documents
2026-01-20 01:19:40,137 - INFO - TASINDI | Documents | 13.pdf -> Documents
2026-01-20 01:19:40,138 - INFO - TASINDI | Documents | 1761202324498-gd33RpoQ8w.pdf -> Documents
2026-01-20 01:19:40,140 - INFO - TASINDI | Images | 1766061282327.jpg -> Images
2026-01-20 01:19:40,141 - INFO - TASINDI | Documents | 1766081193390-7yrYwPqvAX.xlsx -> Documents
2026-01-20 01:19:40,142 - INFO - TASINDI | Archives | 1elyora-split.zip -> Archives
2026-01-20 01:19:40,144 - INFO - TASINDI | Images | 1elyora.png -> Images
2026-01-20 01:19:40,146 - INFO - TASINDI | Images | 1KONURALP GRUP.png -> Images
2026-01-20 01:19:40,147 - INFO - TASINDI | Images | 1KONURALP GRUP1.png -> Images
2026-01-20 01:19:40,150 - INFO - TASINDI | Documents | 1_siber.pdf -> Documents
2026-01-20 01:19:40,151 - INFO - TASINDI | Documents | 2- ZTO Fabrika.pdf -> Documents
2026-01-20 01:19:40,152 - INFO - TASINDI | Documents | 2.part.pdf -> Documents
2026-01-20 01:19:40,154 - INFO - TASINDI | Documents | 2.part_1.pdf -> Documents
2026-01-20 01:19:40,155 - INFO - TASINDI | Documents | 2.part_2.pdf -> Documents
2026-01-20 01:19:40,156 - INFO - TASINDI | Documents | 2.part_2_rotated.pdf -> Documents
2026-01-20 01:19:40,157 - INFO - TASINDI | Documents | 2.part_3.pdf -> Documents
2026-01-20 01:19:40,158 - INFO - TASINDI | Documents | 211007063 ONUR OKUR İŞLETMEDE MESLEKİ EĞİTİM RAPORU.docx -> Documents
2026-01-20 01:19:40,159 - INFO - TASINDI | Documents | 221007027-Arif Bilal Erdoğan.pdf -> Documents
2026-01-20 01:19:40,160 - INFO - TASINDI | Archives | 223.zip -> Archives
2026-01-20 01:19:40,161 - INFO - TASINDI | Documents | 22681908&cepNumber=5511234048.pdf -> Documents
2026-01-20 01:19:40,163 - INFO - TASINDI | Images | 24-08-2025.png -> Images
2026-01-20 01:19:40,164 - INFO - TASINDI | Documents | 26 SEN GELECEKSİN BURS PROGRAMI ŞARTNAMESİ.pdf -> Documents
2026-01-20 01:19:40,165 - INFO - TASINDI | Documents | 2dwe3.pdf -> Documents
2026-01-20 01:19:40,165 - INFO - TASINDI | Documents | 2dwe3.xlsx -> Documents
2026-01-20 01:19:40,167 - INFO - TASINDI | Images | 2elyora.png -> Images
2026-01-20 01:19:40,168 - INFO - TASINDI | Documents | 3+.pdf -> Documents
2026-01-20 01:19:40,169 - INFO - TASINDI | Documents | 3- KolayHedef V2 SC.pdf -> Documents
2026-01-20 01:19:40,171 - INFO - TASINDI | Documents | 3.part.pdf -> Documents
2026-01-20 01:19:40,172 - INFO - TASINDI | Documents | 30dfce7b-f47c-42bc-aa93-10ea1c53b7e1.docx -> Documents
2026-01-20 01:19:40,175 - INFO - TASINDI | Video | 34.mp4 -> Video
2026-01-20 01:19:40,175 - INFO - TASINDI | Documents | 3ace9aef-4e6b-466d-bb4f-6faefbc65c8e.docx -> Documents
2026-01-20 01:19:40,176 - INFO - TASINDI | Images | 3b950815-3045-4a10-97d4-3f6e733c13ac.jpg -> Images
2026-01-20 01:19:40,178 - INFO - TASINDI | Documents | 3fer.pdf -> Documents
2026-01-20 01:19:40,179 - INFO - TASINDI | Documents | 482_Sayili_Resmi Marka Bülteni.pdf -> Documents
2026-01-20 01:19:40,180 - INFO - TASINDI | Images | 4ab97950-7b8e-4a82-a9e4-be27d8b7b73a.png -> Images
2026-01-20 01:19:40,181 - INFO - TASINDI | Documents | 5- Phoneq.pdf -> Documents
2026-01-20 01:19:40,182 - INFO - TASINDI | Images | 59d875c2-7d38-4237-b300-58dc5cb42618.png -> Images
2026-01-20 01:19:40,184 - INFO - TASINDI | Images | 71731fe6-98d2-471f-bc18-fb783e5d43fc.png -> Images
2026-01-20 01:19:40,185 - INFO - TASINDI | Documents | 75d162a5-be74-4d1b-b9a0-ef0f9d1b3616_Basket_Analiysis (1).pdf -> Documents
2026-01-20 01:19:40,186 - INFO - TASINDI | Documents | 75d162a5-be74-4d1b-b9a0-ef0f9d1b3616_Basket_Analiysis.pdf -> Documents
2026-01-20 01:19:40,187 - INFO - TASINDI | Images | 7780dda9-1b1d-43c9-88cd-eefbea1a8610.jpg -> Images
2026-01-20 01:19:40,188 - INFO - TASINDI | Documents | 80f2856c-91f0-47df-a1fb-194408a8e224.docx -> Documents
2026-01-20 01:19:40,189 - INFO - TASINDI | Documents | 82x50mm-kartvizit-yatay-bidolubaski_1_0_0.pdf -> Documents
2026-01-20 01:19:40,191 - INFO - TASINDI | Documents | 91.pdf -> Documents
2026-01-20 01:19:40,192 - INFO - TASINDI | Documents | 92.pdf -> Documents
2026-01-20 01:19:40,194 - INFO - TASINDI | Documents | 93.pdf -> Documents
2026-01-20 01:19:40,194 - INFO - TASINDI | Documents | 94.pdf -> Documents
2026-01-20 01:19:40,196 - INFO - TASINDI | Images | 9FVDl6Yu6V1fPey3NH946D.png -> Images
2026-01-20 01:19:40,196 - INFO - TASINDI | Documents | a3eacfa5-fac8-4c6e-8e40-246759d9766c.docx -> Documents
2026-01-20 01:19:40,198 - INFO - TASINDI | Images | Ada Itırlı İK Müdürü.png -> Images
2026-01-20 01:19:40,199 - INFO - TASINDI | Documents | adaylar_tablosu.xlsx -> Documents
2026-01-20 01:19:40,200 - INFO - TASINDI | Images | adED9rwhOsI0YDfqnsFONz.png -> Images
2026-01-20 01:19:40,201 - INFO - TASINDI | Documents | adli-sicil-kaydi.pdf -> Documents
2026-01-20 01:19:40,203 - INFO - TASINDI | Images | Adsız tasarım.png -> Images
2026-01-20 01:19:40,204 - INFO - TASINDI | Documents | ailenin_gunluk_gelir_gider.xlsx -> Documents
2026-01-20 01:19:40,206 - INFO - TASINDI | Documents | ailenin_yillik_gelir_gider.xlsx -> Documents
2026-01-20 01:19:40,207 - INFO - TASINDI | Documents | Akıllı_Kürlenme_ve_Kalite_Yönetimi.pdf -> Documents
2026-01-20 01:19:40,209 - INFO - TASINDI | Documents | alkol kalite istatistkikleri _data çalışması.csv -> Documents
2026-01-20 01:19:40,209 - INFO - TASINDI | Documents | anne_adliSicilBelgesi.pdf -> Documents
2026-01-20 01:19:40,211 - INFO - TASINDI | Documents | araştırma_rakip.pdf -> Documents
2026-01-20 01:19:40,212 - INFO - TASINDI | Archives | archive.zip -> Archives
2026-01-20 01:19:40,213 - INFO - TASINDI | Documents | Arif Bilal ERDOĞAN 221007027.pdf -> Documents
2026-01-20 01:19:40,214 - INFO - TASINDI | Documents | Arif Bilal Erdoğan.pdf -> Documents
2026-01-20 01:19:40,216 - INFO - TASINDI | Documents | Arif Bilal Erdoğan.pdf.pdf -> Documents
2026-01-20 01:19:40,218 - INFO - TASINDI | Documents | Arif Erdoğan.pdf -> Documents
2026-01-20 01:19:40,220 - INFO - TASINDI | Documents | ariferdogan-1758972090675.pdf -> Documents
2026-01-20 01:19:40,221 - INFO - TASINDI | Documents | Arif_Bilal_Erdoğan.pdf -> Documents
2026-01-20 01:19:40,222 - INFO - TASINDI | Images | arkaplan.png -> Images
2026-01-20 01:19:40,224 - INFO - TASINDI | Images | asa.png -> Images
2026-01-20 01:19:40,225 - INFO - TASINDI | Images | asdfb.png -> Images
2026-01-20 01:19:40,226 - INFO - TASINDI | Images | asdfghjk.png -> Images
2026-01-20 01:19:40,227 - INFO - TASINDI | Documents | ayrık.docx -> Documents
2026-01-20 01:19:40,228 - INFO - TASINDI | Documents | ayrık.pdf -> Documents
2026-01-20 01:19:40,229 - INFO - TASINDI | Documents | Ayrık_sınav sorusu.pdf -> Documents
2026-01-20 01:19:40,230 - INFO - TASINDI | Documents | Ayrık_sınav soruus.docx -> Documents
2026-01-20 01:19:40,232 - INFO - TASINDI | Documents | Ayrık_sınav soruus.pdf -> Documents
2026-01-20 01:19:40,233 - INFO - TASINDI | Documents | ayrık_toplu.pdf -> Documents
2026-01-20 01:19:40,234 - INFO - TASINDI | Documents | baba_adli-sicil-kaydi.pdf -> Documents
2026-01-20 01:19:40,235 - INFO - TASINDI | Documents | Backup-codes-elyoraajans.txt -> Documents
2026-01-20 01:19:40,236 - INFO - TASINDI | Documents | basabas noktasi.pdf -> Documents
2026-01-20 01:19:40,238 - INFO - TASINDI | Documents | basvuru-19-01-26_1749.pdf -> Documents
2026-01-20 01:19:40,240 - INFO - TASINDI | Documents | Beyaz ve Siyah Modern Kurumsal Şirket Tanıtımı Sunum.pdf -> Documents
2026-01-20 01:19:40,241 - INFO - TASINDI | Documents | biletgidiş.pdf -> Documents
2026-01-20 01:19:40,242 - INFO - TASINDI | Documents | biletgidiş_merged.pdf -> Documents
2026-01-20 01:19:40,243 - INFO - TASINDI | Images | bPcXxjm-uKe38u8m6hsORy.png -> Images
